pool,pool_size,theta,arm,draws,tau,fit_slope,seed,step,mean_se,n_active
full,204,0.0,adaptive,500,0.5,group,2026,20,0.6156847382662091,500
full,204,0.0,adaptive,500,0.5,group,2026,21,0.6100264496224295,500
full,204,0.0,adaptive,500,0.5,group,2026,22,0.6045439418691672,500
full,204,0.0,adaptive,500,0.5,group,2026,23,0.5993521522815649,500
full,204,0.0,adaptive,500,0.5,group,2026,24,0.5944383480431789,500
full,204,0.0,adaptive,500,0.5,group,2026,25,0.589420644939351,500
full,204,0.0,adaptive,500,0.5,group,2026,26,0.5846304465375187,500
full,204,0.0,adaptive,500,0.5,group,2026,27,0.5800136379583789,500
full,204,0.0,adaptive,500,0.5,group,2026,28,0.5755849415816954,500
full,204,0.0,adaptive,500,0.5,group,2026,29,0.5714729291431024,500
full,204,0.0,adaptive,500,0.5,group,2026,30,0.5672709889064014,500
full,204,0.0,adaptive,500,0.5,group,2026,31,0.5631329779825104,500
full,204,0.0,adaptive,500,0.5,group,2026,32,0.5592448794786214,500
full,204,0.0,adaptive,500,0.5,group,2026,33,0.5553899486232379,500
full,204,0.0,adaptive,500,0.5,group,2026,34,0.5517200990535205,500
full,204,0.0,adaptive,500,0.5,group,2026,35,0.5480032129091758,500
full,204,0.0,adaptive,500,0.5,group,2026,36,0.5444169872892729,500
full,204,0.0,adaptive,500,0.5,group,2026,37,0.5407672293727953,500
full,204,0.0,adaptive,500,0.5,group,2026,38,0.5374047274079573,500
full,204,0.0,adaptive,500,0.5,group,2026,39,0.5341464224867161,500
full,204,0.0,adaptive,500,0.5,group,2026,40,0.5308955005517828,500
full,204,0.0,adaptive,500,0.5,group,2026,41,0.5276937562173498,500
full,204,0.0,adaptive,500,0.5,group,2026,42,0.5247703069491491,499
full,204,0.0,adaptive,500,0.5,group,2026,43,0.5219188903899863,498
full,204,0.0,adaptive,500,0.5,group,2026,44,0.5192808843251415,497
full,204,0.0,adaptive,500,0.5,group,2026,45,0.5165738292951992,496
full,204,0.0,adaptive,500,0.5,group,2026,46,0.5137802533728142,495
full,204,0.0,adaptive,500,0.5,group,2026,47,0.5114496371411295,492
full,204,0.0,adaptive,500,0.5,group,2026,48,0.5089244568256396,492
full,204,0.0,adaptive,500,0.5,group,2026,49,0.5063263092909027,491
full,204,0.0,adaptive,500,0.5,group,2026,50,0.5038958129093588,489
full,204,0.0,adaptive,500,0.5,group,2026,51,0.5017410436548553,486
full,204,0.0,adaptive,500,0.5,group,2026,52,0.4998389357836284,479
full,204,0.0,adaptive,500,0.5,group,2026,53,0.4977903004952538,474
full,204,0.0,adaptive,500,0.5,group,2026,54,0.4961944804555912,464
full,204,0.0,adaptive,500,0.5,group,2026,55,0.4954638770615019,443
full,204,0.0,adaptive,500,0.5,group,2026,56,0.4943419517125925,428
full,204,0.0,adaptive,500,0.5,group,2026,57,0.49307962131849337,415
full,204,0.0,adaptive,500,0.5,group,2026,58,0.491494060747049,407
full,204,0.0,adaptive,500,0.5,group,2026,59,0.4904788286697816,391
full,204,0.0,adaptive,500,0.5,group,2026,60,0.48999275079442034,370
full,204,0.0,adaptive,500,0.5,group,2026,61,0.48903064247748734,356
full,204,0.0,adaptive,500,0.5,group,2026,62,0.48855446499001715,335
full,204,0.0,adaptive,500,0.5,group,2026,63,0.4879195396072788,321
full,204,0.0,adaptive,500,0.5,group,2026,64,0.48792156422068567,297
full,204,0.0,adaptive,500,0.5,group,2026,65,0.48738078345210595,283
full,204,0.0,adaptive,500,0.5,group,2026,66,0.4871722227342642,266
full,204,0.0,adaptive,500,0.5,group,2026,67,0.48654057860735217,254
full,204,0.0,adaptive,500,0.5,group,2026,68,0.48637103507046664,238
full,204,0.0,adaptive,500,0.5,group,2026,69,0.48583491736006207,227
full,204,0.0,adaptive,500,0.5,group,2026,70,0.4854990095798968,218
full,204,0.0,adaptive,500,0.5,group,2026,71,0.4847008554445817,209
full,204,0.0,adaptive,500,0.5,group,2026,72,0.48443849893276336,200
full,204,0.0,adaptive,500,0.5,group,2026,73,0.48359473345963117,197
full,204,0.0,adaptive,500,0.5,group,2026,74,0.4837997690440437,185
full,204,0.0,adaptive,500,0.5,group,2026,75,0.4833766464080114,179
